hospital_name,district,city,speciality,hospital_rating,success_rate,service_readiness_pct,ranking_score,speciality_rank,overall_rank,no_of_patients_treated
Mata Kaushalya Healthcare - Ferozepur,Ferozepur,Barnala,Orthopedics,4.3,67.3,37.5,80.39,184,2868,42779
Guru Nanak Healthcare - Malerkotla,Malerkotla,Rajpura,Gastroenterology,4.3,67.2,31.25,80.36,207,2869,42916
Sewa Hospital - Bathinda,Bathinda,Barnala,Gastroenterology,4.3,67.2,25.0,80.36,208,2870,43053
Shaheed Bhagat Singh Hospital - Tarn Taran,Tarn Taran,Gurdaspur,Gastroenterology,4.3,67.2,31.25,80.36,209,2871,43190
Shivalik Multispeciality Hospital - Pathankot,Pathankot,Bathinda,Gynecology,4.3,67.2,25.0,80.36,208,2872,43327
Guru Nanak Medical Centre - Rupnagar,Rupnagar,Pathankot,Nephrology,4.3,67.2,31.25,80.36,218,2873,43464
Maharaja Ranjit Singh Healthcare - Bathinda,Bathinda,Firozpur,Ophthalmology,4.3,67.2,25.0,80.36,182,2874,43601
Healing Touch Healthcare - Jalandhar,Jalandhar,Mansa,Cardiology,4.3,67.1,25.0,80.33,211,2875,43738
Shivalik Multispeciality Hospital - Rupnagar,Rupnagar,Abohar,Cardiology,4.3,67.1,37.5,80.33,210,2876,43875
Apex Medical Centre - Moga,Moga,Sangrur,Dermatology,4.3,67.1,31.25,80.33,196,2877,44012
Maharaja Ranjit Singh Hospital - Malerkotla,Malerkotla,Sangrur,General Medicine,4.3,67.1,31.25,80.33,197,2878,44149
Fortune Healthcare - Malerkotla,Malerkotla,Abohar,General Surgery,4.3,67.1,37.5,80.33,189,2879,44286
Prime Care Medical Centre - Fazilka,Fazilka,Mohali,Nephrology,4.3,67.1,25.0,80.33,219,2880,44423
Apex Healthcare - Kapurthala,Kapurthala,Mansa,Neurology,4.3,67.1,25.0,80.33,183,2881,44560
Fortune Multispeciality Hospital - Kapurthala,Kapurthala,Firozpur,Oncology,4.3,67.1,25.0,80.33,160,2882,44697
City Care Multispeciality Hospital - Malerkotla,Malerkotla,Gurdaspur,Orthopedics,4.3,67.1,37.5,80.33,185,2883,44834
Medicare Healthcare - Malerkotla,Malerkotla,Phagwara,Dermatology,4.3,67.0,37.5,80.3,197,2884,44971
Healing Touch Hospital - Muktsar,Muktsar,Sangrur,Gastroenterology,4.3,67.0,25.0,80.3,210,2885,45108
Shaheed Bhagat Singh Medical Centre - Fazilka,Fazilka,Mohali,Gastroenterology,4.3,67.0,31.25,80.3,211,2886,45245
Medicare Multispeciality Hospital - Pathankot,Pathankot,Moga,General Medicine,4.3,67.0,31.25,80.3,198,2887,45382
Punjab Hospital - Moga,Moga,Mansa,General Surgery,4.3,67.0,37.5,80.3,190,2888,45519
Apex Medical Centre - Kapurthala,Kapurthala,Muktsar,Gynecology,4.3,67.0,37.5,80.3,209,2889,45656
Lifeline Healthcare - Mansa,Mansa,Abohar,Neurology,4.3,67.0,31.25,80.3,184,2890,45793
Lifeline Healthcare - Fazilka,Fazilka,Mansa,Cardiology,4.3,66.9,31.25,80.27,212,2891,45930
Medicare Healthcare - Ferozepur,Ferozepur,Mohali,Cardiology,4.3,66.9,25.0,80.27,213,2892,46067
City Care Multispeciality Hospital - Gurdaspur,Gurdaspur,Hoshiarpur,ENT,4.3,66.9,25.0,80.27,199,2893,46204
Guru Nanak Healthcare - Hoshiarpur,Hoshiarpur,Malerkotla,ENT,4.3,66.9,31.25,80.27,198,2894,46341
Shaheed Bhagat Singh Hospital - Patiala,Patiala,Khanna,Gastroenterology,4.3,66.9,37.5,80.27,212,2895,46478
Shivalik Multispeciality Hospital - Moga,Moga,Malerkotla,Gynecology,4.3,66.9,31.25,80.27,210,2896,46615
Shivalik Medical Centre - Barnala,Barnala,Firozpur,Orthopedics,4.3,66.9,31.25,80.27,186,2897,46752
Punjab Hospital - Patiala,Patiala,Mohali,Cardiology,4.3,66.8,37.5,80.24,215,2898,46889
Sunrise Healthcare - Tarn Taran,Tarn Taran,Moga,Cardiology,4.3,66.8,37.5,80.24,214,2899,47026
Prime Care Hospital - Malerkotla,Malerkotla,Rupnagar,Dermatology,4.3,66.8,31.25,80.24,198,2900,47163
Shivalik Multispeciality Hospital - Barnala,Barnala,Firozpur,General Medicine,4.3,66.8,31.25,80.24,199,2901,47300
Maharaja Ranjit Singh Multispeciality Hospital - Muktsar,Muktsar,Mansa,Nephrology,4.3,66.8,31.25,80.24,220,2902,47437
Sewa Multispeciality Hospital - Malerkotla,Malerkotla,Pathankot,Neurology,4.3,66.8,25.0,80.24,185,2903,47574
Prime Care Hospital - Faridkot,Faridkot,Muktsar,Pulmonology,4.3,66.8,37.5,80.24,187,2904,47711
Medicare Hospital - Muktsar,Muktsar,Abohar,Gastroenterology,4.2,71.4,50.0,80.22,230,2905,47848
Apex Hospital - Barnala,Barnala,Jalandhar,Gynecology,4.2,71.4,43.75,80.22,228,2906,47985
Prime Care Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Firozpur,Gastroenterology,4.3,66.7,31.25,80.21,213,2907,48122
Healing Touch Healthcare - Patiala,Patiala,Moga,Oncology,4.3,66.7,31.25,80.21,161,2908,48259
Maharaja Ranjit Singh Multispeciality Hospital - Barnala,Barnala,Phagwara,Orthopedics,4.3,66.7,31.25,80.21,187,2909,48396
Prime Care Multispeciality Hospital - Amritsar,Amritsar,Ludhiana,Orthopedics,4.3,66.7,31.25,80.21,188,2910,48533
Sewa Multispeciality Hospital - Muktsar,Muktsar,Phagwara,Pediatrics,4.3,66.7,31.25,80.21,182,2911,48670
Shaheed Bhagat Singh Medical Centre - Rupnagar,Rupnagar,Hoshiarpur,Pulmonology,4.3,66.7,37.5,80.21,188,2912,48807
Sewa Medical Centre - Ludhiana,Ludhiana,Muktsar,ENT,4.2,71.3,37.5,80.19,214,2913,48944
Guru Nanak Medical Centre - Sangrur,Sangrur,Kapurthala,Cardiology,4.3,66.6,18.75,80.18,218,2914,49081
Guru Nanak Multispeciality Hospital - Mansa,Mansa,Muktsar,Cardiology,4.3,66.6,25.0,80.18,216,2915,49218
Healing Touch Medical Centre - Sangrur,Sangrur,Bathinda,Cardiology,4.3,66.6,25.0,80.18,217,2916,49355
Mata Kaushalya Medical Centre - Tarn Taran,Tarn Taran,Bathinda,Oncology,4.3,66.6,25.0,80.18,162,2917,49492
Apex Healthcare - Malerkotla,Malerkotla,Patiala,Ophthalmology,4.3,66.6,31.25,80.18,183,2918,49629
Sewa Medical Centre - Ferozepur,Ferozepur,Patiala,Pediatrics,4.3,66.6,18.75,80.18,183,2919,49766
Apex Healthcare - Ferozepur,Ferozepur,Rajpura,Urology,4.3,66.6,31.25,80.18,183,2920,49903
Guru Nanak Hospital - Jalandhar,Jalandhar,Barnala,Cardiology,4.4,61.9,12.5,80.17,188,2921,50040
Shivalik Hospital - Pathankot,Pathankot,Rajpura,Cardiology,4.3,66.5,18.75,80.15,219,2922,50177
Apex Medical Centre - Barnala,Barnala,Mansa,Gastroenterology,4.3,66.5,25.0,80.15,215,2923,50314
Sunrise Healthcare - Faridkot,Faridkot,Barnala,Gastroenterology,4.3,66.5,25.0,80.15,214,2924,50451
Apex Medical Centre - Jalandhar,Jalandhar,Nawanshahr,General Surgery,4.3,66.5,37.5,80.15,191,2925,50588
City Care Healthcare - Jalandhar,Jalandhar,Patiala,Oncology,4.3,66.5,37.5,80.15,165,2926,50725
Lifeline Healthcare - Faridkot,Faridkot,Phagwara,Oncology,4.3,66.5,31.25,80.15,164,2927,50862
Medicare Medical Centre - Faridkot,Faridkot,Moga,Oncology,4.3,66.5,25.0,80.15,163,2928,50999
Punjab Medical Centre - Gurdaspur,Gurdaspur,Patiala,Orthopedics,4.3,66.5,37.5,80.15,189,2929,51136
City Care Multispeciality Hospital - Patiala,Patiala,Moga,Urology,4.3,66.5,31.25,80.15,184,2930,51273
Sewa Multispeciality Hospital - Nawanshahr,Nawanshahr,Rajpura,Nephrology,4.2,71.1,37.5,80.13,231,2931,51410
Punjab Medical Centre - Mansa,Mansa,Mohali,Dermatology,4.3,66.4,31.25,80.12,199,2932,51547
Lifeline Multispeciality Hospital - Faridkot,Faridkot,Rajpura,ENT,4.3,66.4,25.0,80.12,200,2933,51684
Punjab Healthcare - Kapurthala,Kapurthala,Pathankot,Gastroenterology,4.3,66.4,25.0,80.12,216,2934,51821
Shivalik Hospital - Barnala,Barnala,Mohali,General Medicine,4.3,66.4,31.25,80.12,200,2935,51958
City Care Medical Centre - Patiala,Patiala,Mohali,General Surgery,4.3,66.4,31.25,80.12,193,2936,52095
Healing Touch Medical Centre - Ferozepur,Ferozepur,Malerkotla,General Surgery,4.3,66.4,31.25,80.12,192,2937,52232
Prime Care Medical Centre - Rupnagar,Rupnagar,Malerkotla,General Surgery,4.3,66.4,31.25,80.12,194,2938,52369
City Care Medical Centre - Ferozepur,Ferozepur,Amritsar,Gynecology,4.3,66.4,37.5,80.12,211,2939,52506
Shivalik Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Muktsar,Oncology,4.3,66.4,31.25,80.12,166,2940,52643
Mata Kaushalya Medical Centre - Moga,Moga,Rupnagar,Ophthalmology,4.3,66.4,31.25,80.12,184,2941,52780
Punjab Multispeciality Hospital - Bathinda,Bathinda,Kapurthala,Cardiology,4.3,66.3,25.0,80.09,220,2942,52917
Punjab Hospital - Amritsar,Amritsar,Mohali,ENT,4.3,66.3,18.75,80.09,201,2943,53054
Guru Nanak Healthcare - Bathinda,Bathinda,Kapurthala,Gynecology,4.3,66.3,31.25,80.09,212,2944,53191
Guru Nanak Multispeciality Hospital - Fazilka,Fazilka,Rajpura,Oncology,4.3,66.3,31.25,80.09,167,2945,53328
City Care Medical Centre - Amritsar,Amritsar,Hoshiarpur,Pediatrics,4.3,66.3,37.5,80.09,184,2946,53465
Medicare Hospital - Hoshiarpur,Hoshiarpur,Barnala,Pediatrics,4.3,66.3,37.5,80.09,185,2947,53602
Apex Multispeciality Hospital - Mansa,Mansa,Nawanshahr,Pulmonology,4.3,66.3,25.0,80.09,189,2948,53739
Sunrise Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Malerkotla,Urology,4.3,66.3,31.25,80.09,185,2949,53876
Fortune Medical Centre - Barnala,Barnala,Rupnagar,General Surgery,4.4,61.6,12.5,80.08,171,2950,54013
Mata Kaushalya Hospital - Tarn Taran,Tarn Taran,Mohali,Neurology,4.2,70.9,37.5,80.07,198,2951,54150
Fortune Medical Centre - Sangrur,Sangrur,Moga,Oncology,4.2,70.9,43.75,80.07,184,2952,54287
Lifeline Healthcare - Barnala,Barnala,Firozpur,Orthopedics,4.2,70.9,37.5,80.07,209,2953,54424
City Care Multispeciality Hospital - SAS Nagar,SAS Nagar,Malerkotla,Cardiology,4.3,66.2,12.5,80.06,221,2954,54561
Prime Care Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Moga,ENT,4.3,66.2,25.0,80.06,202,2955,54698
Guru Nanak Healthcare - Rupnagar,Rupnagar,Sangrur,Gastroenterology,4.3,66.2,31.25,80.06,217,2956,54835
Shaheed Bhagat Singh Multispeciality Hospital - Faridkot,Faridkot,Firozpur,Gastroenterology,4.3,66.2,37.5,80.06,218,2957,54972
City Care Hospital - Rupnagar,Rupnagar,Ludhiana,General Medicine,4.3,66.2,25.0,80.06,201,2958,55109
Sewa Multispeciality Hospital - Ferozepur,Ferozepur,Kapurthala,Gynecology,4.3,66.2,37.5,80.06,213,2959,55246
Sunrise Multispeciality Hospital - Jalandhar,Jalandhar,Sangrur,Gynecology,4.3,66.2,25.0,80.06,214,2960,55383
City Care Medical Centre - SAS Nagar,SAS Nagar,Ludhiana,Pulmonology,4.3,66.2,25.0,80.06,190,2961,55520
Apex Hospital - Faridkot,Faridkot,Pathankot,Urology,4.3,66.2,31.25,80.06,186,2962,55657
Healing Touch Hospital - Muktsar,Muktsar,Malerkotla,Gastroenterology,4.4,61.5,12.5,80.05,195,2963,55794
Healing Touch Hospital - Sangrur,Sangrur,Abohar,Cardiology,4.3,66.1,25.0,80.03,222,2964,55931
Maharaja Ranjit Singh Multispeciality Hospital - Gurdaspur,Gurdaspur,Rajpura,ENT,4.3,66.1,25.0,80.03,203,2965,56068
Guru Nanak Healthcare - Gurdaspur,Gurdaspur,Rupnagar,Gastroenterology,4.3,66.1,31.25,80.03,219,2966,56205
Mata Kaushalya Healthcare - Ludhiana,Ludhiana,Moga,General Medicine,4.3,66.1,25.0,80.03,202,2967,56342
City Care Healthcare - Ludhiana,Ludhiana,Bathinda,General Surgery,4.3,66.1,25.0,80.03,195,2968,56479
Sunrise Hospital - Barnala,Barnala,Firozpur,Nephrology,4.3,66.1,31.25,80.03,221,2969,56616
Mata Kaushalya Healthcare - Tarn Taran,Tarn Taran,Nawanshahr,Oncology,4.3,66.1,25.0,80.03,168,2970,56753
Medicare Multispeciality Hospital - Gurdaspur,Gurdaspur,Khanna,Orthopedics,4.3,66.1,25.0,80.03,190,2971,56890
Medicare Medical Centre - SAS Nagar,SAS Nagar,Hoshiarpur,Pediatrics,4.3,66.1,25.0,80.03,186,2972,57027
Maharaja Ranjit Singh Medical Centre - Tarn Taran,Tarn Taran,Ludhiana,Pulmonology,4.3,66.1,25.0,80.03,191,2973,57164
Sunrise Hospital - Tarn Taran,Tarn Taran,Malerkotla,Pulmonology,4.3,66.1,37.5,80.03,192,2974,57301
Prime Care Multispeciality Hospital - Jalandhar,Jalandhar,Ludhiana,ENT,4.4,61.4,12.5,80.02,185,2975,57438
Apex Medical Centre - Gurdaspur,Gurdaspur,Gurdaspur,ENT,4.3,66.0,25.0,80.0,205,2976,57575
Sewa Hospital - Nawanshahr,Nawanshahr,Pathankot,ENT,4.3,66.0,25.0,80.0,204,2977,57712
Guru Nanak Multispeciality Hospital - Kapurthala,Kapurthala,Amritsar,Gastroenterology,4.3,66.0,18.75,80.0,220,2978,57849
City Care Healthcare - Ferozepur,Ferozepur,Kapurthala,General Surgery,4.3,66.0,25.0,80.0,196,2979,57986
Fortune Medical Centre - Muktsar,Muktsar,Mansa,Nephrology,4.3,66.0,25.0,80.0,223,2980,58123
Shivalik Healthcare - Ferozepur,Ferozepur,Firozpur,Nephrology,4.3,66.0,25.0,80.0,222,2981,58260
Healing Touch Hospital - Sangrur,Sangrur,Amritsar,Neurology,4.3,66.0,25.0,80.0,186,2982,58397
Prime Care Medical Centre - Patiala,Patiala,Gurdaspur,Orthopedics,4.3,66.0,31.25,80.0,191,2983,58534
Shivalik Multispeciality Hospital - Patiala,Patiala,Muktsar,Orthopedics,4.3,66.0,37.5,80.0,192,2984,58671
Healing Touch Hospital - Moga,Moga,Muktsar,Urology,4.3,66.0,25.0,80.0,188,2985,58808
Prime Care Healthcare - SAS Nagar,SAS Nagar,Rajpura,Urology,4.3,66.0,31.25,80.0,187,2986,58945
Sewa Multispeciality Hospital - Bathinda,Bathinda,Malerkotla,Gynecology,4.3,65.9,25.0,79.97,215,2987,59082
Guru Nanak Medical Centre - Pathankot,Pathankot,Malerkotla,Neurology,4.3,65.9,37.5,79.97,187,2988,59219
City Care Healthcare - Pathankot,Pathankot,Rupnagar,Oncology,4.3,65.9,25.0,79.97,169,2989,59356
Shaheed Bhagat Singh Healthcare - Pathankot,Pathankot,Kapurthala,Oncology,4.3,65.9,31.25,79.97,170,2990,59493
Shivalik Medical Centre - Barnala,Barnala,Firozpur,Oncology,4.3,65.9,37.5,79.97,171,2991,59630
Punjab Multispeciality Hospital - Barnala,Barnala,Pathankot,Orthopedics,4.3,65.9,37.5,79.97,193,2992,59767
City Care Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Jalandhar,Pediatrics,4.3,65.9,25.0,79.97,187,2993,59904
Healing Touch Healthcare - Pathankot,Pathankot,Khanna,Gastroenterology,4.3,65.8,31.25,79.94,221,2994,60041
Maharaja Ranjit Singh Medical Centre - Malerkotla,Malerkotla,Jalandhar,General Medicine,4.3,65.8,18.75,79.94,203,2995,60178
Punjab Multispeciality Hospital - Muktsar,Muktsar,Mohali,General Medicine,4.3,65.8,37.5,79.94,205,2996,60315
Sewa Hospital - Ferozepur,Ferozepur,Bathinda,General Medicine,4.3,65.8,31.25,79.94,204,2997,60452
Sunrise Medical Centre - Bathinda,Bathinda,Mansa,General Medicine,4.3,65.8,37.5,79.94,206,2998,60589
City Care Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Moga,Ophthalmology,4.3,65.8,31.25,79.94,185,2999,60726
Lifeline Medical Centre - Amritsar,Amritsar,Barnala,Ophthalmology,4.3,65.8,18.75,79.94,186,3000,60863
Sunrise Medical Centre - Bathinda,Bathinda,Mansa,Urology,4.3,65.8,18.75,79.94,189,3001,61000
Shivalik Medical Centre - Malerkotla,Malerkotla,Patiala,Cardiology,4.3,65.7,25.0,79.91,223,3002,61137
Apex Healthcare - Sangrur,Sangrur,Phagwara,Dermatology,4.3,65.7,31.25,79.91,200,3003,61274
Healing Touch Multispeciality Hospital - Rupnagar,Rupnagar,Kapurthala,Dermatology,4.3,65.7,31.25,79.91,202,3004,61411
Medicare Hospital - Muktsar,Muktsar,Pathankot,Dermatology,4.3,65.7,25.0,79.91,201,3005,61548
Prime Care Healthcare - Moga,Moga,Moga,ENT,4.3,65.7,31.25,79.91,207,3006,61685
Shaheed Bhagat Singh Medical Centre - Moga,Moga,Gurdaspur,ENT,4.3,65.7,37.5,79.91,206,3007,61822
Maharaja Ranjit Singh Healthcare - Rupnagar,Rupnagar,Kapurthala,General Surgery,4.3,65.7,25.0,79.91,197,3008,61959
Maharaja Ranjit Singh Multispeciality Hospital - Sangrur,Sangrur,Gurdaspur,Nephrology,4.3,65.7,37.5,79.91,224,3009,62096
City Care Healthcare - Barnala,Barnala,Bathinda,Neurology,4.3,65.7,31.25,79.91,188,3010,62233
Healing Touch Hospital - Fazilka,Fazilka,Patiala,Oncology,4.3,65.7,31.25,79.91,173,3011,62370
Medicare Hospital - Ferozepur,Ferozepur,Ludhiana,Oncology,4.3,65.7,31.25,79.91,172,3012,62507
Healing Touch Healthcare - Nawanshahr,Nawanshahr,Rupnagar,Ophthalmology,4.3,65.7,25.0,79.91,188,3013,62644
Sunrise Multispeciality Hospital - Muktsar,Muktsar,Firozpur,Ophthalmology,4.3,65.7,25.0,79.91,187,3014,62781
Sewa Hospital - Patiala,Patiala,Hoshiarpur,Pediatrics,4.3,65.7,25.0,79.91,188,3015,62918
Maharaja Ranjit Singh Medical Centre - Gurdaspur,Gurdaspur,Sangrur,Pulmonology,4.3,65.7,31.25,79.91,193,3016,63055
Lifeline Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Moga,Urology,4.3,65.7,31.25,79.91,190,3017,63192
Lifeline Hospital - Ludhiana,Ludhiana,Kapurthala,Urology,4.2,70.3,37.5,79.89,199,3018,63329
Lifeline Medical Centre - SAS Nagar,SAS Nagar,Pathankot,Cardiology,4.3,65.6,25.0,79.88,224,3019,63466
Punjab Medical Centre - Moga,Moga,Gurdaspur,Dermatology,4.3,65.6,31.25,79.88,203,3020,63603
Punjab Hospital - Hoshiarpur,Hoshiarpur,Sangrur,General Surgery,4.3,65.6,25.0,79.88,198,3021,63740
Maharaja Ranjit Singh Multispeciality Hospital - Gurdaspur,Gurdaspur,Rajpura,Pulmonology,4.3,65.6,25.0,79.88,194,3022,63877
Maharaja Ranjit Singh Hospital - Gurdaspur,Gurdaspur,Bathinda,Urology,4.3,65.6,18.75,79.88,191,3023,64014
Maharaja Ranjit Singh Hospital - SAS Nagar,SAS Nagar,Hoshiarpur,Neurology,4.2,70.2,37.5,79.86,199,3024,64151
Mata Kaushalya Hospital - Mansa,Mansa,Sangrur,Urology,4.2,70.2,43.75,79.86,200,3025,64288
Punjab Hospital - Amritsar,Amritsar,Khanna,Cardiology,4.3,65.5,31.25,79.85,225,3026,64425
Sewa Hospital - Tarn Taran,Tarn Taran,Pathankot,Cardiology,4.3,65.5,25.0,79.85,226,3027,64562
Mata Kaushalya Healthcare - Muktsar,Muktsar,Nawanshahr,ENT,4.3,65.5,25.0,79.85,208,3028,64699
Punjab Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Gurdaspur,ENT,4.3,65.5,25.0,79.85,209,3029,64836
Lifeline Medical Centre - Mansa,Mansa,Barnala,Ophthalmology,4.3,65.5,31.25,79.85,189,3030,64973
Guru Nanak Healthcare - Mansa,Mansa,Mohali,Orthopedics,4.3,65.5,25.0,79.85,194,3031,65110
Lifeline Multispeciality Hospital - Rupnagar,Rupnagar,Abohar,Gynecology,4.2,70.1,43.75,79.83,229,3032,65247
Punjab Healthcare - Nawanshahr,Nawanshahr,Ludhiana,Oncology,4.2,70.1,43.75,79.83,185,3033,65384
Shivalik Healthcare - Jalandhar,Jalandhar,Mohali,Neurology,4.3,65.4,31.25,79.82,189,3034,65521
Fortune Multispeciality Hospital - Patiala,Patiala,Phagwara,Pulmonology,4.3,65.4,25.0,79.82,195,3035,65658
Apex Healthcare - Kapurthala,Kapurthala,Gurdaspur,Urology,4.3,65.4,25.0,79.82,192,3036,65795
Sunrise Medical Centre - SAS Nagar,SAS Nagar,Barnala,Oncology,4.2,70.0,43.75,79.8,186,3037,65932
Shivalik Medical Centre - Ferozepur,Ferozepur,Patiala,General Surgery,4.3,65.3,25.0,79.79,199,3038,66069
Sunrise Healthcare - Rupnagar,Rupnagar,Jalandhar,Nephrology,4.3,65.3,25.0,79.79,225,3039,66206
Sewa Healthcare - Fazilka,Fazilka,Pathankot,Pediatrics,4.3,65.3,25.0,79.79,189,3040,66343
Medicare Multispeciality Hospital - Mansa,Mansa,Patiala,Pulmonology,4.3,65.3,18.75,79.79,196,3041,66480
Lifeline Hospital - Ludhiana,Ludhiana,Amritsar,Urology,4.3,65.3,25.0,79.79,193,3042,66617
Maharaja Ranjit Singh Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Malerkotla,Urology,4.3,65.3,31.25,79.79,194,3043,66754
Apex Healthcare - Faridkot,Faridkot,Bathinda,Neurology,4.2,69.9,43.75,79.77,200,3044,66891
Maharaja Ranjit Singh Medical Centre - Amritsar,Amritsar,Sangrur,Urology,4.2,69.9,31.25,79.77,201,3045,67028
Lifeline Medical Centre - Pathankot,Pathankot,Gurdaspur,Cardiology,4.3,65.2,31.25,79.76,227,3046,67165
Sunrise Medical Centre - Kapurthala,Kapurthala,Rupnagar,Dermatology,4.3,65.2,31.25,79.76,204,3047,67302
Medicare Medical Centre - Patiala,Patiala,Mohali,Gynecology,4.3,65.2,31.25,79.76,216,3048,67439
Prime Care Multispeciality Hospital - Ferozepur,Ferozepur,Rupnagar,Orthopedics,4.3,65.2,25.0,79.76,195,3049,67576
Healing Touch Healthcare - Nawanshahr,Nawanshahr,Hoshiarpur,Pediatrics,4.2,69.8,37.5,79.74,200,3050,67713
Mata Kaushalya Multispeciality Hospital - Ludhiana,Ludhiana,Barnala,Gastroenterology,4.3,65.1,31.25,79.73,222,3051,67850
Apex Hospital - Barnala,Barnala,Sangrur,General Surgery,4.3,65.1,12.5,79.73,200,3052,67987
Guru Nanak Medical Centre - Patiala,Patiala,Pathankot,Gynecology,4.3,65.1,25.0,79.73,217,3053,68124
Shaheed Bhagat Singh Medical Centre - Patiala,Patiala,Sangrur,Gynecology,4.3,65.1,31.25,79.73,218,3054,68261
Apex Hospital - Tarn Taran,Tarn Taran,Amritsar,Ophthalmology,4.3,65.1,31.25,79.73,190,3055,68398
Sewa Medical Centre - Ludhiana,Ludhiana,Amritsar,Pulmonology,4.3,65.1,31.25,79.73,197,3056,68535
Prime Care Healthcare - Fazilka,Fazilka,Nawanshahr,ENT,4.2,69.7,43.75,79.71,215,3057,68672
Shivalik Hospital - Jalandhar,Jalandhar,Ludhiana,General Medicine,4.2,69.7,43.75,79.71,220,3058,68809
Lifeline Medical Centre - Gurdaspur,Gurdaspur,Malerkotla,Nephrology,4.2,69.7,31.25,79.71,232,3059,68946
Prime Care Medical Centre - Malerkotla,Malerkotla,Jalandhar,Neurology,4.2,69.7,43.75,79.71,201,3060,69083
Shaheed Bhagat Singh Medical Centre - Sangrur,Sangrur,Sangrur,Ophthalmology,4.2,69.7,37.5,79.71,205,3061,69220
Sewa Hospital - Patiala,Patiala,Pathankot,Pediatrics,4.2,69.7,31.25,79.71,201,3062,69357
Fortune Multispeciality Hospital - Amritsar,Amritsar,Malerkotla,Cardiology,4.3,65.0,31.25,79.7,228,3063,69494
City Care Medical Centre - Mansa,Mansa,Rajpura,ENT,4.3,65.0,25.0,79.7,210,3064,69631
Healing Touch Medical Centre - Nawanshahr,Nawanshahr,Barnala,Oncology,4.3,65.0,31.25,79.7,174,3065,69768
Shivalik Multispeciality Hospital - Kapurthala,Kapurthala,Hoshiarpur,Pediatrics,4.3,65.0,31.25,79.7,190,3066,69905
Lifeline Medical Centre - Tarn Taran,Tarn Taran,Mohali,Pulmonology,4.3,65.0,25.0,79.7,198,3067,70042
Guru Nanak Medical Centre - Gurdaspur,Gurdaspur,Rupnagar,General Surgery,4.2,69.6,50.0,79.68,208,3068,70179
Medicare Hospital - Malerkotla,Malerkotla,Pathankot,Ophthalmology,4.2,69.6,31.25,79.68,206,3069,70316
Mata Kaushalya Hospital - Patiala,Patiala,Phagwara,Pulmonology,4.2,69.6,43.75,79.68,204,3070,70453
Guru Nanak Hospital - Patiala,Patiala,Mohali,Cardiology,4.3,64.9,25.0,79.67,229,3071,70590
City Care Medical Centre - Jalandhar,Jalandhar,Rupnagar,Dermatology,4.3,64.9,25.0,79.67,205,3072,70727
Guru Nanak Healthcare - Ludhiana,Ludhiana,Patiala,Dermatology,4.3,64.9,25.0,79.67,206,3073,70864
Shivalik Medical Centre - Moga,Moga,Moga,Dermatology,4.3,64.9,25.0,79.67,207,3074,71001
Mata Kaushalya Healthcare - SAS Nagar,SAS Nagar,Nawanshahr,General Surgery,4.3,64.9,31.25,79.67,201,3075,71138
City Care Healthcare - Barnala,Barnala,Ludhiana,Neurology,4.3,64.9,31.25,79.67,190,3076,71275
Medicare Healthcare - Rupnagar,Rupnagar,Barnala,Ophthalmology,4.3,64.9,25.0,79.67,191,3077,71412
Punjab Hospital - Moga,Moga,Rupnagar,Pulmonology,4.3,64.9,25.0,79.67,199,3078,71549
Shaheed Bhagat Singh Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Sangrur,Pulmonology,4.3,64.9,18.75,79.67,200,3079,71686
Lifeline Multispeciality Hospital - Ferozepur,Ferozepur,Abohar,General Medicine,4.2,69.5,31.25,79.65,221,3080,71823
Lifeline Medical Centre - SAS Nagar,SAS Nagar,Amritsar,Gynecology,4.2,69.5,31.25,79.65,230,3081,71960
Mata Kaushalya Multispeciality Hospital - Ferozepur,Ferozepur,Barnala,Cardiology,4.3,64.8,18.75,79.64,230,3082,72097
Shivalik Healthcare - Mansa,Mansa,Phagwara,General Surgery,4.3,64.8,25.0,79.64,202,3083,72234
Maharaja Ranjit Singh Multispeciality Hospital - Malerkotla,Malerkotla,Sangrur,Gynecology,4.3,64.8,25.0,79.64,219,3084,72371
Lifeline Medical Centre - Malerkotla,Malerkotla,Ludhiana,Oncology,4.3,64.8,25.0,79.64,175,3085,72508
Lifeline Hospital - Rupnagar,Rupnagar,Abohar,Pediatrics,4.3,64.8,31.25,79.64,191,3086,72645
Maharaja Ranjit Singh Medical Centre - Nawanshahr,Nawanshahr,Pathankot,General Medicine,4.3,64.7,18.75,79.61,207,3087,72782
Punjab Medical Centre - Barnala,Barnala,Amritsar,General Medicine,4.3,64.7,25.0,79.61,208,3088,72919
Fortune Multispeciality Hospital - Nawanshahr,Nawanshahr,Rajpura,Orthopedics,4.3,64.7,18.75,79.61,196,3089,73056
